 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.882978723404	0.840425531915	0.904702970297	0.601961991556	0.632
S1 Pyramidal	0.796610169492	0.898305084746	0.897959183673	0.663656388489	0.697368421053
CA1 Pyramidal	0.989399293286	0.925795053004	0.885298869144	0.77988656593	0.850649350649
Oligodendrocyte	0.995867768595	0.96694214876	0.872727272727	0.778696109415	0.835714285714
Microglia	0.96	0.88	0.898517673888	0.389034884738	0.323529411765
Endothelial	0.96	0.78	0.904929577465	0.461484077084	0.458823529412
Astrocyte	0.983870967742	0.887096774194	0.89880952381	0.549116828303	0.544554455446
Ependymal	0.444444444444	0.333333333333	0.903695408735	0.0789964763096	0.0612244897959
Mural	0.684210526316	0.526315789474	0.906002265006	0.204147840429	0.178571428571
Global Evaluations	0.89800443459	0.782023746158	0.896960304972	0.500775684695	0.509159485823
