 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.831578947368	0.810526315789	0.900867410161	0.575944503663	0.611111111111
S1 Pyramidal	0.990909090909	0.872727272727	0.893939393939	0.62771233558	0.662068965517
CA1 Pyramidal	0.967272727273	0.949090909091	0.866028708134	0.77211913861	0.841935483871
Oligodendrocyte	0.95	0.970833333333	0.86253776435	0.767602933508	0.826241134752
Microglia	0.636363636364	0.606060606061	0.902186421174	0.297521184948	0.289855072464
Endothelial	0.964285714286	0.767857142857	0.899527186761	0.461508532646	0.467391304348
Astrocyte	0.929577464789	0.87323943662	0.892900120337	0.552623221599	0.558558558559
Ependymal	0.833333333333	0.5	0.893973214286	0.102909451519	0.0576923076923
Mural	0.875	0.5625	0.897291196388	0.193308219062	0.155172413793
Global Evaluations	0.891352549889	0.768092779609	0.889916823948	0.483472169015	0.496669594679
