 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.8	0.8	0.928223844282	0.603287758046	0.630541871921
S1 Pyramidal	0.940677966102	0.864406779661	0.924744897959	0.694924266087	0.731182795699
CA1 Pyramidal	0.965397923875	0.9723183391	0.890701468189	0.827285510013	0.882260596546
Oligodendrocyte	0.9921875	0.9609375	0.899380804954	0.816058833422	0.867724867725
Microglia	0.846153846154	0.769230769231	0.921232876712	0.387381849357	0.347826086957
Endothelial	0.931818181818	0.863636363636	0.91958041958	0.521766887341	0.503311258278
Astrocyte	0.857142857143	0.952380952381	0.914183551847	0.624913378898	0.615384615385
Ependymal	0.625	0.25	0.922818791946	0.0601693100582	0.0506329113924
Mural	0.666666666667	0.777777777778	0.919683257919	0.333858043753	0.271844660194
Global Evaluations	0.916851441242	0.801187609087	0.915616657043	0.541071759664	0.544523296011
