 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.93023255814	0.848837209302	0.908088235294	0.600248217395	0.623931623932
S1 Pyramidal	0.903225806452	0.887096774194	0.904884318766	0.676775021313	0.714285714286
CA1 Pyramidal	0.988970588235	0.926470588235	0.892063492063	0.785154296508	0.851351351351
Oligodendrocyte	0.96694214876	0.97520661157	0.875757575758	0.789170696189	0.842857142857
Microglia	0.84375	0.8125	0.905747126437	0.409247828466	0.371428571429
Endothelial	0.877192982456	0.877192982456	0.904142011834	0.539560590515	0.531914893617
Astrocyte	0.984375	0.890625	0.903341288783	0.566275584237	0.564356435644
Ependymal	0.222222222222	0.222222222222	0.909294512878	0.0452217126527	0.0434782608696
Mural	0.5625	0.5	0.909706546275	0.182262035811	0.153846153846
Global Evaluations	0.90243902439	0.771127931998	0.901447234232	0.510435109232	0.521938905315
