 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.959459459459	0.891891891892	0.910628019324	0.608198495062	0.616822429907
S1 Pyramidal	0.806451612903	0.959677419355	0.901028277635	0.718662414919	0.74375
CA1 Pyramidal	0.962585034014	0.918367346939	0.904605263158	0.801895854226	0.868167202572
Oligodendrocyte	0.987124463519	0.952789699571	0.893871449925	0.791331028153	0.844106463878
Microglia	0.852941176471	0.794117647059	0.913594470046	0.42560906873	0.397058823529
Endothelial	0.964285714286	0.875	0.91134751773	0.551052623211	0.544444444444
Astrocyte	0.984126984127	0.888888888889	0.910607866508	0.578369155432	0.577319587629
Ependymal	0.428571428571	0.285714285714	0.913966480447	0.0619845294688	0.046511627907
Mural	0.588235294118	0.529411764706	0.916384180791	0.209725487819	0.18
Global Evaluations	0.909090909091	0.788428771569	0.908448169507	0.527425406336	0.535353397763
