 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.925	0.875	0.914841849148	0.620125427616	0.636363636364
S1 Pyramidal	0.965517241379	0.870689655172	0.917302798982	0.680721355008	0.716312056738
CA1 Pyramidal	0.993103448276	0.941379310345	0.897058823529	0.809968032065	0.872204472843
Oligodendrocyte	0.98	0.96	0.89263803681	0.803557214931	0.857142857143
Microglia	0.964285714286	0.857142857143	0.913043478261	0.425444934323	0.375
Endothelial	0.981132075472	0.830188679245	0.916372202591	0.526405870215	0.52380952381
Astrocyte	0.933333333333	0.933333333333	0.90973871734	0.594379790639	0.583333333333
Ependymal	1.0	0.75	0.912026726058	0.153013529833	0.0697674418605
Mural	0.571428571429	0.52380952381	0.920544835414	0.23437590317	0.21568627451
Global Evaluations	0.911308203991	0.837949262116	0.910396385348	0.5386657842	0.538846621845
