 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.802325581395	0.779069767442	0.920343137255	0.581159869962	0.614678899083
S1 Pyramidal	0.870967741935	0.790322580645	0.925449871465	0.651694278074	0.7
CA1 Pyramidal	0.905109489051	0.978102189781	0.875796178344	0.807580533168	0.864516129032
Oligodendrocyte	0.988721804511	0.962406015038	0.883647798742	0.800962861154	0.859060402685
Microglia	0.857142857143	0.771428571429	0.912341407151	0.415204065959	0.391304347826
Endothelial	0.977272727273	0.909090909091	0.90675990676	0.517471856237	0.487804878049
Astrocyte	0.875	0.946428571429	0.904255319149	0.577184147337	0.557894736842
Ependymal	0.666666666667	0.166666666667	0.911830357143	0.0224440857175	0.0232558139535
Mural	0.545454545455	0.727272727273	0.909090909091	0.234207216884	0.16
Global Evaluations	0.906873614191	0.781198666533	0.9055016539	0.511989879388	0.51761280083
