 	Accuracy	Sensitivity	Specificity	MCC	F1
Interneuron	0.84375	0.8125	0.920595533499	0.620744303246	0.655462184874
S1 Pyramidal	0.825	0.933333333333	0.90537084399	0.70402782253	0.732026143791
CA1 Pyramidal	0.992805755396	0.928057553957	0.900641025641	0.799787856485	0.862876254181
Oligodendrocyte	0.976377952756	0.972440944882	0.884259259259	0.804250424871	0.857638888889
Microglia	0.928571428571	0.928571428571	0.908466819222	0.450786154569	0.388059701493
Endothelial	0.926829268293	0.878048780488	0.910569105691	0.496229299809	0.467532467532
Astrocyte	0.884615384615	0.942307692308	0.907058823529	0.567323541787	0.544444444444
Ependymal	0.25	0.166666666667	0.919101123596	0.035807897284	0.046511627907
Mural	0.619047619048	0.571428571429	0.917139614075	0.252175153407	0.22641509434
Global Evaluations	0.909090909091	0.792594996848	0.908133572056	0.525681383776	0.531218534161
